GRP,ITEMID,ITEMDESC,WHCode,WHName,WHRegion,Desc3,ItemOrder1,ItemOrder2,ClipBd,Company,QtyOnHand,QtyOnPO,QtyOnSO,QtyAvailable
Consumer Products,9160,Oak Flower Pot 41cm x 41cm,AKD01,Kauri Warehouse,AKD,,916,0,Oak Flower Pots,Kauri New Zealand Ltd,2,0,0,2
Consumer Products,9160,Oak Flower Pot 41cm x 41cm,WOFF,Wellington Office,WOFF,,916,0,Oak Flower Pots,Kauri New Zealand Ltd,2,0,0,2
Consumer Products,9162,Oak Flower Pot 46cm x 39cm x 41cm,AKD01,Kauri Warehouse,AKD,,916,0,Oak Flower Pots,Kauri New Zealand Ltd,2,0,0,2
Consumer Products,9162,Oak Flower Pot 46cm x 39cm x 41cm,WOFF,Wellington Office,WOFF,,916,0,Oak Flower Pots,Kauri New Zealand Ltd,2,0,0,2
Consumer Products,9164,Oak Flower Pot 55cm x 41cm,AKD01,Kauri Warehouse,AKD,,916,0,Oak Flower Pots,Kauri New Zealand Ltd,2,0,0,2
Consumer Products,9164,Oak Flower Pot 55cm x 41cm,WOFF,Wellington Office,WOFF,,916,0,Oak Flower Pots,Kauri New Zealand Ltd,2,0,0,2
Consumer Products,9166,Oak Flower Pot 60cm x 52cm x 50cm,AKD01,Kauri Warehouse,AKD,,916,0,Oak Flower Pots,Kauri New Zealand Ltd,2,0,0,2
Consumer Products,9166,Oak Flower Pot 60cm x 52cm x 50cm,WOFF,Wellington Office,WOFF,,916,0,Oak Flower Pots,Kauri New Zealand Ltd,2,0,0,2
Wine Barrels,9204,CT VL 3yr M,IND01,NZ Indent Orders,IND,CT VL 3yr M,2478,2478,European,Kauri New Zealand Ltd,0,0,-1,-1
Wine Barrels,9210,BT VL 3yr M,IND01,NZ Indent Orders,IND,BT VL 3yr M,2478,2478,European,Kauri New Zealand Ltd,0,0,-20,-20
Picking Bins & Pallets,9400,Bin Standard 625L - Closed 3 Runners,AKD01,Kauri Warehouse,AKD,,0,0,Grape Bins,Kauri New Zealand Ltd,6,0,0,6
Picking Bins & Pallets,9400,Bin Standard 625L - Closed 3 Runners,AKD01,Kauri Warehouse,AKD,Bin Standard 625L - Closed 3 Runners,0,0,Grape Bins,Kauri New Zealand Ltd,0,0,-4,-4
Picking Bins & Pallets,9402,Bin Standard 625L - Perforated 2 Runners,AKD01,Kauri Warehouse,AKD,,0,0,Grape Bins,Kauri New Zealand Ltd,6,0,0,6
Picking Bins & Pallets,9405,Lid for Picking Bin,AKD01,Kauri Warehouse,AKD,,0,0,Grape Bins,Kauri New Zealand Ltd,6,0,0,6
Picking Bins & Pallets,9405,Lid for Picking Bin,AKD01,Kauri Warehouse,AKD,Lid for Picking Bin,0,0,Grape Bins,Kauri New Zealand Ltd,0,0,-4,-4
Picking Bins & Pallets,9410,Bin Folding 670L - Closed 3 Runners,AKD01,Kauri Warehouse,AKD,,0,0,Grape Bins,Kauri New Zealand Ltd,126,0,0,126
Picking Bins & Pallets,9410,Bin Folding 670L - Closed 3 Runners,BLN06,Solly's Blenheim,BLN,,0,0,Grape Bins,Kauri New Zealand Ltd,2,0,0,2
Picking Bins & Pallets,9411,Bin Folding 670L - Closed 3 Runners 1 Flap,AKD01,Kauri Warehouse,AKD,,0,0,Grape Bins,Kauri New Zealand Ltd,4,0,0,4
Picking Bins & Pallets,9411,Bin Folding 670L - Closed 3 Runners 1 Flap,BLN06,Solly's Blenheim,BLN,,0,0,Grape Bins,Kauri New Zealand Ltd,2,0,0,2
Picking Bins & Pallets,9420,Side Replacement Runner for Folding Bin 1210,AKD01,Kauri Warehouse,AKD,,0,0,Grape Bins,Kauri New Zealand Ltd,84,0,0,84
Picking Bins & Pallets,9421,Centre Replacement Runner for Folding Bin 1210,AKD01,Kauri Warehouse,AKD,,0,0,Grape Bins,Kauri New Zealand Ltd,54,0,0,54
Picking Bins & Pallets,9422,Side Replacement Runner for Standard Bin 1210,AKD01,Kauri Warehouse,AKD,,0,0,Grape Bins,Kauri New Zealand Ltd,10,0,0,10
Picking Bins & Pallets,9423,Centre Replacement Runner for Standard Bin 1210,AKD01,Kauri Warehouse,AKD,,0,0,Grape Bins,Kauri New Zealand Ltd,20,0,0,20
Picking Bins & Pallets,9424,Plastic Pins for Flaps,WOFF,Wellington Office,WOFF,,0,0,Grape Bins,Kauri New Zealand Ltd,36,0,0,36
Picking Bins & Pallets,9425,Lock A for Side Door (x2),WOFF,Wellington Office,WOFF,,0,0,Grape Bins,Kauri New Zealand Ltd,18,0,0,18
Picking Bins & Pallets,9426,Hinge Set for Outer Side (D-E-F),WOFF,Wellington Office,WOFF,,0,0,Grape Bins,Kauri New Zealand Ltd,38,0,0,38
Picking Bins & Pallets,9426,Hinge Set for Outer Side (D-E-F),WOFF,Wellington Office,WOFF,Hinge Set for Outer Side (D-E-F),0,0,Grape Bins,Kauri New Zealand Ltd,0,0,-1,-1
Picking Bins & Pallets,9427,Hinge Set for Inner Side (A-B-C),WOFF,Wellington Office,WOFF,,0,0,Grape Bins,Kauri New Zealand Ltd,38,0,0,38
Picking Bins & Pallets,9428,Closed Base Replacement for Folding Bin 1210,AKD01,Kauri Warehouse,AKD,Closed Base Replacement for Folding Bin 1210,0,0,Grape Bins,Kauri New Zealand Ltd,0,5,-2,3
Picking Bins & Pallets,9429,Side 100 Outer Side Perforated,AKD01,Kauri Warehouse,AKD,Side 100 Outer Side Perforated,0,0,Grape Bins,Kauri New Zealand Ltd,0,2,0,2
Picking Bins & Pallets,9430,Side 100 Outer Side Closed,AKD01,Kauri Warehouse,AKD,Side 100 Outer Side Closed,0,0,Grape Bins,Kauri New Zealand Ltd,0,2,0,2
Picking Bins & Pallets,9431,Side 120 Inner Side Perforated,AKD01,Kauri Warehouse,AKD,Side 120 Inner Side Perforated,0,0,Grape Bins,Kauri New Zealand Ltd,0,2,0,2
Picking Bins & Pallets,9432,Side 120 Inner Side Closed,AKD01,Kauri Warehouse,AKD,Side 120 Inner Side Closed,0,0,Grape Bins,Kauri New Zealand Ltd,0,2,0,2
Picking Bins & Pallets,9433,Side Pin Short,AKD01,Kauri Warehouse,AKD,Side Pin Short,0,0,Grape Bins,Kauri New Zealand Ltd,0,50,-25,25
Picking Bins & Pallets,9434,Side Pin Long,AKD01,Kauri Warehouse,AKD,Side Pin Long,0,0,Grape Bins,Kauri New Zealand Ltd,0,50,0,50
Winery Equipment,9500V23,Amphora 230 litre,AKD01,Kauri Warehouse,AKD,v.23,6100,0,Amphora,Kauri New Zealand Ltd,2,0,0,2
Winery Equipment,9501V23,Amphora 500 litre,AKD01,Kauri Warehouse,AKD,v.23,6100,0,Amphora,Kauri New Zealand Ltd,4,0,0,4
Winery Equipment,9503V23,Amphora 1000 litre with Bottom Door,AKD01,Kauri Warehouse,AKD,"sample tap, racking & outlet gland 40mm",6100,0,Amphora,Kauri New Zealand Ltd,4,0,0,4
Winery Equipment,9504,Amphora Tilting System 230L,AKD01,Kauri Warehouse,AKD,,6101,0,Amphora Accessories,Kauri New Zealand Ltd,6,0,0,6
Winery Equipment,9505,Amphora Tilting System 500L,AKD01,Kauri Warehouse,AKD,,6101,0,Amphora Accessories,Kauri New Zealand Ltd,6,0,0,6
Winery Equipment,9511V23,Amphora Terracotta Lid and Seal for 500L,AKD01,Kauri Warehouse,AKD,,6151,0,Amphora Accessories,Kauri New Zealand Ltd,2,0,0,2
Winery Equipment,9512V23,Amphora Terracotta Lid and Seal for 230L,AKD01,Kauri Warehouse,AKD,,6151,0,Amphora Accessories,Kauri New Zealand Ltd,2,0,0,2
Winery Equipment,9515V23,Amphora Screw Fittings (3) for Terracotta Lid,AKD01,Kauri Warehouse,AKD,,6153,0,Amphora Accessories,Kauri New Zealand Ltd,12,0,0,12
Winery Equipment,9516,Amphora Silicone Bung Sleeve,AKD01,Kauri Warehouse,AKD,,6102,0,Amphora Accessories,Kauri New Zealand Ltd,2,0,0,2
Winery Equipment,9521,Amphora Stainless Lid for 500L (Sunken),AKD01,Kauri Warehouse,AKD,,6155,0,Amphora Accessories,Kauri New Zealand Ltd,2,0,0,2
Winery Equipment,9522,Amphora Stainless Lid for 230L (Sunken),AKD01,Kauri Warehouse,AKD,,6155,0,Amphora Accessories,Kauri New Zealand Ltd,2,0,0,2
Winery Equipment,9525V23,Amphora Silicone Seal for 1000L,AKD01,Kauri Warehouse,AKD,,6157,0,Amphora Accessories,Kauri New Zealand Ltd,6,0,0,6
Winery Equipment,9526V23,Amphora Silicone Seal for 500L,AKD01,Kauri Warehouse,AKD,,6157,0,Amphora Accessories,Kauri New Zealand Ltd,2,0,0,2
Winery Equipment,9527v23,Amphora Silicone Seal for 230L,AKD01,Kauri Warehouse,AKD,,6157,0,Amphora Accessories,Kauri New Zealand Ltd,4,0,0,4
Winery Equipment,9528,Amphora Flat Lid for 1000l,AKD01,Kauri Warehouse,AKD,,6154,0,Amphora Accessories,Kauri New Zealand Ltd,2,0,0,2
Winery Equipment,9529,Amphora Flat Lid for 500l,AKD01,Kauri Warehouse,AKD,,6154,0,Amphora Accessories,Kauri New Zealand Ltd,2,0,0,2
Winery Equipment,9530,Amphora Flat Lid for 230L,AKD01,Kauri Warehouse,AKD,,6154,0,Amphora Accessories,Kauri New Zealand Ltd,2,0,0,2
Winery Equipment,9536,"Adaptor 1.5"" Triclover to 2"" RJT/BSM for Amphora",WOFF,Wellington Office,WOFF,,6160,0,Amphora Accessories,Kauri New Zealand Ltd,6,0,0,6
Winery Equipment,9600,VinHeat Insert 1.0kW with Thermostat,AKD01,Kauri Warehouse,AKD,,0,0,VinHeat,Kauri New Zealand Ltd,20,0,0,20
Winery Equipment,9600RCD,VinHeat Insert 1.0kW with Thermostat & RCD,WOFF,Wellington Office,WOFF,,0,0,VinHeat,Kauri New Zealand Ltd,2,0,0,2
Winery Equipment,9601,VinHeat Insert 2.0kW with Thermostat,AKD01,Kauri Warehouse,AKD,,0,0,VinHeat,Kauri New Zealand Ltd,18,0,0,18
Winery Equipment,9601RCD,VinHeat Insert 2.0kW with Thermostat & RCD,WOFF,Wellington Office,WOFF,,0,0,VinHeat,Kauri New Zealand Ltd,2,0,0,2
Winery Equipment,9620,VinHeat Submersible 1.0kW,AKD01,Kauri Warehouse,AKD,,0,0,VinHeat,Kauri New Zealand Ltd,24,0,0,24
Winery Equipment,9620,VinHeat Submersible 1.0kW,AKD01,Kauri Warehouse,AKD,VinHeat Submersible 1.0kW,0,0,VinHeat,Kauri New Zealand Ltd,0,0,-1,-1
Winery Equipment,9621,VinHeat Submersible 2.0kW,AKD01,Kauri Warehouse,AKD,,0,0,VinHeat,Kauri New Zealand Ltd,12,0,0,12
Winery Equipment,9630,Heating Element  for VinHeat Submersible 1.0kW,WOFF,Wellington Office,WOFF,,0,0,VinHeat,Kauri New Zealand Ltd,6,0,0,6
Winery Equipment,9635,Heating Element for VinHeat Insert 1.0kW,WOFF,Wellington Office,WOFF,,0,0,VinHeat,Kauri New Zealand Ltd,6,0,0,6
Winery Equipment,9636,Heating Element for VinHeat Insert 2.0kW,WOFF,Wellington Office,WOFF,,0,0,VinHeat,Kauri New Zealand Ltd,6,0,0,6
Winery Equipment,9639,Seals for VinHeat Insert,AKD01,Kauri Warehouse,AKD,,0,0,VinHeat,Kauri New Zealand Ltd,28,0,0,28
Winery Equipment,9639,Seals for VinHeat Insert,WOFF,Wellington Office,WOFF,,0,0,VinHeat,Kauri New Zealand Ltd,24,0,0,24
Winery Equipment,9640,"Adaptor 2"" RJT/BSM for VinHeat",AKD01,Kauri Warehouse,AKD,,0,0,VinHeat,Kauri New Zealand Ltd,44,0,0,44
Winery Equipment,9642,Vice-Tool for VinHeat,AKD01,Kauri Warehouse,AKD,,0,0,VinHeat,Kauri New Zealand Ltd,2,0,0,2
Picking Bins & Pallets,9645,Bin Solid 600L - Closed Base with 3 Runners,AKD01,Kauri Warehouse,AKD,Bin Solid 600L - Closed Base with 3 Runners,0,0,Grape Bins,Kauri New Zealand Ltd,0,0,-4,-4
Wine Barrels,COOPWAX,Coopers Wax,WOFF,Wellington Office,WOFF,,6514,0,Other,Kauri New Zealand Ltd,2,0,0,2
Lab Equipment,DRILLBIT,Novatwist Drill Attachment,WOFF,Wellington Office,WOFF,,20,0,Novatwist,Kauri New Zealand Ltd,4,0,0,4
Turkish Commissioned,FSCOFFEE,Turkish Coffee 12 x 250g tin per pack,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,164,0,0,164
Turkish Commissioned,FSFEP,TAMEK Fried Eggplant 12 x 380g tin per carton,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,472,0,0,472
Turkish Commissioned,FSFEP,TAMEK Fried Eggplant 12 x 380g tin per carton,AKD01,Kauri Warehouse,AKD,TAMEK Fried Eggplant 12 x 380g tin per carton,0,0,,Kauri New Zealand Ltd,0,0,-1,-1
Turkish Commissioned,FSTD5KGK,Turkish Delight Asst (Apr-Org-Cher-Str) 5kg box,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,164,0,0,164
Turkish Commissioned,FSTOMP5KG,BELLA Tomato Paste 3x4.5kg tin (28-30 Brix) ctn,AKD01,Kauri Warehouse,AKD,,0,0,,Kauri New Zealand Ltd,42,0,0,42
Turkish Commissioned,FSTOMP5KG,BELLA Tomato Paste 3x4.5kg tin (28-30 Brix) ctn,AKD01,Kauri Warehouse,AKD,BELLA Tomato Paste 3x4.5kg tin (28-30 Brix) ctn,0,0,,Kauri New Zealand Ltd,0,0,-3,-3
Turkish Commissioned,FSTOMP5KG,BELLA Tomato Paste 3x4.5kg tin (28-30 Brix) ctn,CHC01,Bascik,CHC,,0,0,,Kauri New Zealand Ltd,1860,0,0,1860
Turkish Commissioned,FSTOMP5KG,BELLA Tomato Paste 3x4.5kg tin (28-30 Brix) ctn,CHC01,Bascik,CHC,BELLA Tomato Paste 3x4.5kg tin (28-30 Brix) ctn,0,0,,Kauri New Zealand Ltd,0,1500,-170,1330
Turkish Commissioned,FSTOMP5KG,BELLA Tomato Paste 3x4.5kg tin (28-30 Brix) ctn,IND01,NZ Indent Orders,IND,BELLA Tomato Paste 3x4.5kg tin (28-30 Brix) ctn,0,0,,Kauri New Zealand Ltd,0,5000,0,5000
Bottles,FU-000409,DOP Capsules for DOP Bottles,AKD01,Kauri Warehouse,AKD,,2000,0,Other,Kauri New Zealand Ltd,24000,0,0,24000
Bottles,FU-000409,DOP Capsules for DOP Bottles,AKD01,Kauri Warehouse,AKD,DOP Capsules for DOP Bottles,2000,2000,Other,Kauri New Zealand Ltd,0,0,-12000,-12000
Bottles,FU-006009,Burg Prestige BVS 1.5L Extra Flint,CONOTHER,Consignment Stock (Other Location),CONOTHER,,600,0,1.5L,Kauri New Zealand Ltd,2,0,0,2
Bottles,FU-006009-315,Burg Prestige BVS 1.5L Extra Flint,AKD01,Kauri Warehouse,AKD,,600,0,1.5L,Kauri New Zealand Ltd,12600,0,0,12600
Bottles,FU-006009CTN6SEC,Burg Prestige BVS 1.5L Extra Flint CARTON6 SEC,AKD01,Kauri Warehouse,AKD,,600,0,1.5L,Kauri New Zealand Ltd,4,0,0,4
Bottles,FU-010016-315,Burg Prestige Cork 1.5L Antique Green VE,AKD01,Kauri Warehouse,AKD,,600,0,1.5L,Kauri New Zealand Ltd,2520,0,0,2520
Bottles,FU-010016CTN6,Burg Prestige Cork 1.5L Antique Green VE CARTON6,AKD01,Kauri Warehouse,AKD,,600,0,1.5L,Kauri New Zealand Ltd,78,0,0,78
Bottles,FU-010973-315,Burg Prestige Cork 1.5L Extra Flint,AKD01,Kauri Warehouse,AKD,,600,0,1.5L,Kauri New Zealand Ltd,630,0,0,630
Bottles,FU-010973-315HOLD,Burg Prestige Cork 1.5L Extra Flint (ON HOLD),AKD01,Kauri Warehouse,AKD,,600,0,1.5L,Kauri New Zealand Ltd,560,0,0,560
Bottles,FU-010973CTN6,Burg Prestige Cork 1.5L Extra Flint CARTON6,AKD01,Kauri Warehouse,AKD,,600,0,1.5L,Kauri New Zealand Ltd,22,0,0,22
Bottles,FU-010983-1165,Birra Tosca 330mL Antique Green VE,IND01,NZ Indent Orders,IND,Birra Tosca 330mL Antique Green VE,100,100,Un750ml,Kauri New Zealand Ltd,0,1165,-1165,0
Bottles,FU-012971-144,Champagne Medea 3L Antique Green VE,AKD01,Kauri Warehouse,AKD,,950,0,3L,Kauri New Zealand Ltd,288,0,0,288
Bottles,FU-012971-96,Champagne Medea 3L Antique Green VE,AKD01,Kauri Warehouse,AKD,,950,0,3L,Kauri New Zealand Ltd,192,0,0,192
Bottles,FU-013104-84,Bord Storica Cork 6L Antique Green VE,AKD01,Kauri Warehouse,AKD,,1050,0,Large Format,Kauri New Zealand Ltd,324,0,0,324
Bottles,FU-013109-126,Bord Storica Cork 3L Antique Green VE,AKD01,Kauri Warehouse,AKD,,850,0,3L,Kauri New Zealand Ltd,252,0,0,252
Bottles,FU-013109CTN6,Bord Storica Cork 3L Antique Green VE CARTON6,AKD01,Kauri Warehouse,AKD,,850,0,3L,Kauri New Zealand Ltd,24,0,0,24
Bottles,FU-013605-243,Champagne Tosca 1.5L Antique Green VE,AKD01,Kauri Warehouse,AKD,,750,0,1.5L,Kauri New Zealand Ltd,948,0,0,948
Bottles,FU-014335-216,Bord Golia Cork 3L Antique Green VE,AKD01,Kauri Warehouse,AKD,,850,0,3L,Kauri New Zealand Ltd,826,0,0,826
Bottles,FU-014336,Bord Golia Cork 3L Antique Green VE,AKD01,Kauri Warehouse,AKD,,850,0,3L,Kauri New Zealand Ltd,8,0,0,8
Bottles,FU-014336,Bord Golia Cork 3L Antique Green VE,CONOTHER,Consignment Stock (Other Location),CONOTHER,,850,0,3L,Kauri New Zealand Ltd,2,0,0,2
Bottles,FU-014336-144,Bord Golia Cork 3L Antique Green VE,AKD01,Kauri Warehouse,AKD,,850,0,3L,Kauri New Zealand Ltd,288,0,0,288
Bottles,FU-014336CTN6,Bord Golia Cork 3L Antique Green VE CARTON6,AKD01,Kauri Warehouse,AKD,,850,0,3L,Kauri New Zealand Ltd,12,0,0,12
Bottles,FU-014337-96,Bord Golia Cork 5L Antique Green VE,AKD01,Kauri Warehouse,AKD,,1000,0,Large Format,Kauri New Zealand Ltd,192,0,0,192
Bottles,FU-014337CTN6,Bord Golia Cork 5L Antique Green VE CARTON6,AKD01,Kauri Warehouse,AKD,,1000,0,Large Format,Kauri New Zealand Ltd,14,0,0,14
Bottles,FU-014949-948,Biolio DOP 750mL Antique Green VE,AKD01,Kauri Warehouse,AKD,,300,0,750ml,Kauri New Zealand Ltd,3792,0,0,3792
Bottles,FU-014949-948,Biolio DOP 750mL Antique Green VE,AKD01,Kauri Warehouse,AKD,Biolio DOP 750mL Antique Green VE,300,300,750ml,Kauri New Zealand Ltd,0,0,-1896,-1896
Bottles,FU-015013,Bord Antica BVS 1.5L Antique Green VE,CONOTHER,Consignment Stock (Other Location),CONOTHER,,650,0,1.5L,Kauri New Zealand Ltd,2,0,0,2
Bottles,FU-015013-381,Bord Antica BVS 1.5L Antique Green VE,AKD01,Kauri Warehouse,AKD,,650,0,1.5L,Kauri New Zealand Ltd,1524,0,0,1524
Bottles,FU-015013CTN6,Bord Antica BVS 1.5L Antique Green VE CARTON6,AKD01,Kauri Warehouse,AKD,,650,0,1.5L,Kauri New Zealand Ltd,80,0,0,80
Bottles,FU-015013SEC,Bord Antica BVS 1.5L Antique Green VE SEC,AKD01,Kauri Warehouse,AKD,,650,0,1.5L,Kauri New Zealand Ltd,8,0,0,8
Bottles,FU-015046-112,Champagne Classica 3L Antique Green VE,AKD01,Kauri Warehouse,AKD,,950,0,3L,Kauri New Zealand Ltd,222,0,0,222
Bottles,FU-015772-168,Burg Prestige Cork 3L Antique Green VE,AKD01,Kauri Warehouse,AKD,,800,0,3L,Kauri New Zealand Ltd,1008,0,0,1008
Bottles,FU-015772CTN6,Burg Prestige Cork 3L Antique Green VE CARTON6,AKD01,Kauri Warehouse,AKD,,800,0,3L,Kauri New Zealand Ltd,6,0,0,6
Bottles,FU-015923-258,Champagne Cru 1.5L Antique Green VE,AKD01,Kauri Warehouse,AKD,,750,0,1.5L,Kauri New Zealand Ltd,2064,0,0,2064
Bottles,FU-015923-258,Champagne Cru 1.5L Antique Green VE,BLN06,Solly's Blenheim,BLN,,750,0,1.5L,Kauri New Zealand Ltd,516,0,0,516
Bottles,FU-015923CTN6,Champagne Cru 1.5L Antique Green VE CARTON6,AKD01,Kauri Warehouse,AKD,,750,0,1.5L,Kauri New Zealand Ltd,28,0,0,28
Bottles,FU-016875-315,Burg Prestige BVS 1.5L Antique Green VE,AKD01,Kauri Warehouse,AKD,,600,0,1.5L,Kauri New Zealand Ltd,4410,0,0,4410
Bottles,FU-016875-315,Burg Prestige BVS 1.5L Antique Green VE,AKD01,Kauri Warehouse,AKD,Burg Prestige BVS 1.5L Antique Green VE,600,600,1.5L,Kauri New Zealand Ltd,0,0,-2835,-2835
Bottles,FU-016875CTN6,Burg Prestige BVS 1.5L Antique Green VE CARTON6,AKD01,Kauri Warehouse,AKD,,600,0,1.5L,Kauri New Zealand Ltd,58,0,0,58
Bottles,FU-016893,Champagne Medea 1.5L Extra Flint,AKD01,Kauri Warehouse,AKD,,750,0,1.5L,Kauri New Zealand Ltd,8,0,0,8
Bottles,FU-016893-258HOLD,Champagne Medea 1.5L Extra Flint (ON HOLD),AKD01,Kauri Warehouse,AKD,,750,0,1.5L,Kauri New Zealand Ltd,1548,0,0,1548
Bottles,FU-016893CTN6,Champagne Medea 1.5L Extra Flint CARTON6,AKD01,Kauri Warehouse,AKD,,750,0,1.5L,Kauri New Zealand Ltd,52,0,0,52
Bottles,FU-017137-381,Bord Golia Cork 1.5L Antique Green VE,AKD01,Kauri Warehouse,AKD,,650,0,1.5L,Kauri New Zealand Ltd,1512,0,0,1512
Bottles,FU-017137CTN6,Bord Golia Cork 1.5L Antique Green VE CARTON6,AKD01,Kauri Warehouse,AKD,,650,0,1.5L,Kauri New Zealand Ltd,30,0,0,30
Bottles,FU-017137CTN6,Bord Golia Cork 1.5L Antique Green VE CARTON6,AKD01,Kauri Warehouse,AKD,Bord Golia Cork 1.5L Antique Green VE CARTON6,650,650,1.5L,Kauri New Zealand Ltd,0,0,-15,-15
Bottles,FU-017138-254,Bord Golia Cork 1.5L Antique Green VE,AKD01,Kauri Warehouse,AKD,,650,0,1.5L,Kauri New Zealand Ltd,1524,0,0,1524
Bottles,FU-017139-351,Burg Storica Extra Cork 1.5L Antique Green VE,AKD01,Kauri Warehouse,AKD,,600,0,1.5L,Kauri New Zealand Ltd,580,0,0,580
Bottles,FU-017139-351,Burg Storica Extra Cork 1.5L Antique Green VE,WOFF,Wellington Office,WOFF,,600,0,1.5L,Kauri New Zealand Ltd,2,0,0,2
Bottles,FU-018055CTN6,Bord Storica Cork 5L Antique Green VE CARTON6,AKD01,Kauri Warehouse,AKD,,1000,0,Large Format,Kauri New Zealand Ltd,6,0,0,6
Bottles,FU-018111-112,Burg Prestige Cork 3L Extra Flint,AKD01,Kauri Warehouse,AKD,,800,0,3L,Kauri New Zealand Ltd,224,0,0,224
Bottles,FU-018111-168,Burg Prestige Cork 3L Extra Flint,AKD01,Kauri Warehouse,AKD,,800,0,3L,Kauri New Zealand Ltd,336,0,0,336
Bottles,FU-018726-363,Bord Storica Cork 1.5L Extra Flint,AKD01,Kauri Warehouse,AKD,,650,0,1.5L,Kauri New Zealand Ltd,726,0,0,726
Bottles,FU-018726CTN6,Bord Storica Cork 1.5L Extra Flint CARTON6,AKD01,Kauri Warehouse,AKD,,650,0,1.5L,Kauri New Zealand Ltd,52,0,0,52
Bottles,FU-020480-2176,Biolio DOP 250mL Antique Green VE,AKD01,Kauri Warehouse,AKD,,90,0,Un750ml,Kauri New Zealand Ltd,17408,0,0,17408
Bottles,FU-020480-2176,Biolio DOP 250mL Antique Green VE,AKD01,Kauri Warehouse,AKD,Biolio DOP 250mL Antique Green VE,90,90,Un750ml,Kauri New Zealand Ltd,0,0,-8704,-8704
Bottles,FU-023839-567,Bord Ducale Cork 750mL Antique Green VE,AKD01,Kauri Warehouse,AKD,,300,0,750ml,Kauri New Zealand Ltd,2268,0,0,2268
Bottles,FU-023839-567,Bord Ducale Cork 750mL Antique Green VE,AKD01,Kauri Warehouse,AKD,Bord Ducale Cork 750mL Antique Green VE,300,300,750ml,Kauri New Zealand Ltd,0,0,-1134,-1134
Bottles,FU-023839-756,Bord Ducale Cork 750mL Antique Green VE,AKD01,Kauri Warehouse,AKD,,300,0,750ml,Kauri New Zealand Ltd,3024,0,0,3024
Bottles,FU-023839-756,Bord Ducale Cork 750mL Antique Green VE,AKD01,Kauri Warehouse,AKD,Bord Ducale Cork 750mL Antique Green VE,300,300,750ml,Kauri New Zealand Ltd,0,0,-1512,-1512
Wine Barrels,HEAD-TT,TT Headwood staves for repairs,AKD01,Kauri Warehouse,AKD,,7005,0,Other,Kauri New Zealand Ltd,2,0,0,2
Wine Barrels,HEADFULLBT,BT Full Head assembled,AKD01,Kauri Warehouse,AKD,,7012,0,Other,Kauri New Zealand Ltd,26,0,0,26
Wine Barrels,HEADFULLCT,CT Full Head assembled,AKD01,Kauri Warehouse,AKD,,7000,0,Other,Kauri New Zealand Ltd,4,0,0,4
Wine Barrels,HEADFULLTT,TT Full Head assembled,AKD01,Kauri Warehouse,AKD,,7004,0,Other,Kauri New Zealand Ltd,4,0,0,4
Wine Barrels,HEADFULLXT,XT Full Head assembled,AKD01,Kauri Warehouse,AKD,,7017,0,Other,Kauri New Zealand Ltd,8,0,0,8
Wine Barrels,HEADPULLER,Barrel Head Puller ,AKD01,Kauri Warehouse,AKD,,0,0,Other,Kauri New Zealand Ltd,4,0,0,4
Bungs,I146064,"Silicone Bung D24 for 3, 5 & 10L Barrel",AKD01,Kauri Warehouse,AKD,,75,0,Other,Kauri New Zealand Ltd,38,0,0,38
Bungs,I146064,"Silicone Bung D24 for 3, 5 & 10L Barrel",WOFF,Wellington Office,WOFF,,75,0,Other,Kauri New Zealand Ltd,32,0,0,32
Bungs,I700253,Silicone Bung D27 for 20L Barrel,AKD01,Kauri Warehouse,AKD,,76,0,Other,Kauri New Zealand Ltd,18,0,0,18
Bungs,I700258,Silicone Bung D44 for 28 & 56L Barrel,AKD01,Kauri Warehouse,AKD,for 55L Barrels,77,0,Other,Kauri New Zealand Ltd,12,0,0,12
Bungs,I700258,Silicone Bung D44 for 28 & 56L Barrel,WOFF,Wellington Office,WOFF,for 55L Barrels,77,0,Other,Kauri New Zealand Ltd,10,0,0,10
Barrel Racks,JF2175,Barrel Master Barrique Hot Dip,AKD01,Kauri Warehouse,AKD,Barrel Master Barrique Hot Dip,0,0,Barrel Masters,Kauri New Zealand Ltd,0,0,-22,-22
Barrel Racks,JF2232,Barrel Master Universal Pre Galv,BLN06,Solly's Blenheim,BLN,BM_UV_PG_STD,0,0,Barrel Masters,Kauri New Zealand Ltd,20,0,0,20
Barrel Racks,JF2232,Barrel Master Universal Pre Galv,CHC01,Bascik,CHC,BM_UV_PG_STD,0,0,Barrel Masters,Kauri New Zealand Ltd,44,0,0,44
Barrel Racks,JF2262,Barrel Master Puncheon Pre Galv,AKD01,Kauri Warehouse,AKD,Barrel Master Puncheon Pre Galv,0,0,Barrel Masters,Kauri New Zealand Ltd,0,0,-10,-10
Barrel Racks,JF2266,Barrel Master Puncheon Hot Dip Type A Rolling,AKD01,Kauri Warehouse,AKD,BM_PN_HDG_TYPA,0,0,Barrel Masters,Kauri New Zealand Ltd,6,0,0,6
