KAURIITEMCODE,BRAND,SHORTDESCRIPTION,CURRENCY,EARLYORDERPRICING,STANDARDPRICING,EARLYORDERPRICETOCUSTOMERAUS,STANDARDPRICETOCUSTOMERAUS,EARLYORDERPRICETOCUSTOMERNZ,STANDARDPRICETOCUSTOMERNZ,SIZE,SEASONING,BENDING,TOASTING,GRAIN,OAK,TERMS,BARRELMARKINGS1,BARRELMARKINGS2,LABELLINEI,LABELLINE2,LABELLINE3,LABELLINE4,LABELLINE5,LONGBARRELCODE,FULLDESCRIPTION,CURRENTLYAVAILABLE
6914,Saury,KT 3yr M TH,Euro,1126,1148,1570,1620,1520,1555,Botte 400L,3yr,Fire,M TH,Fine,French Oak,ex W,,3yr M TH,6914,Saury,French Oak,KT 3yr M TH,customer name,Saury Botte 400L 3yr M TH,Saury French Oak Botte 400L 3yr Fire M TH,Y
6915,Saury,KT 3yr M+,Euro,1126,1148,1550,1600,1500,1535,Botte 400L,3yr,Fire,M+,Fine,French Oak,ex W,,3yr M+,6915,Saury,French Oak,KT 3yr M+,customer name,Saury Botte 400L 3yr M+,Saury French Oak Botte 400L 3yr Fire M+,Y
6916,Saury,KT 3yr M+ TH,Euro,1126,1148,1570,1620,1520,1555,Botte 400L,3yr,Fire,M+ TH,Fine,French Oak,ex W,,3yr M+ TH,6916,Saury,French Oak,KT 3yr M+ TH,customer name,Saury Botte 400L 3yr M+ TH,Saury French Oak Botte 400L 3yr Fire M+ TH,Y
6917,Saury,KT 3yr Lumiere,Euro,1126,1148,1550,1600,1500,1535,Botte 400L,3yr,Fire,Lumiere,Fine,French Oak,ex W,,3yr Lumiere,6917,Saury,French Oak,KT 3yr Lumiere,customer name,Saury Botte 400L 3yr Lumiere,Saury French Oak Botte 400L 3yr Fire Lumiere,Y
6918,Saury,KT 3yr Lumiere TH,Euro,1126,1148,1570,1620,1520,1555,Botte 400L,3yr,Fire,Lumiere TH,Fine,French Oak,ex W,,3yr Lumiere TH,6918,Saury,French Oak,KT 3yr Lumiere TH,customer name,Saury Botte 400L 3yr Lumiere TH,Saury French Oak Botte 400L 3yr Fire Lumiere TH,Y
6919,Saury,KT 3yr Imm M,Euro,1126,1148,1550,1600,1500,1535,Botte 400L,3yr,Immersion,M,Fine,French Oak,ex W,,3yr Immersion M ,6919,Saury,French Oak,KT 3yr Imm M,customer name,Saury Botte 400L 3yr Imm M ,Saury French Oak Botte 400L 3yr Immersion M,Y
6920,Saury,KT 3yr Imm M TH,Euro,1126,1148,1570,1620,1520,1555,Botte 400L,3yr,Immersion,M TH,Fine,French Oak,ex W,,3yr Immersion M TH,6920,Saury,French Oak,KT 3yr Imm M TH,customer name,Saury Botte 400L 3yr Imm M TH,Saury French Oak Botte 400L 3yr Immersion M TH,Y
6921,Saury,KT 3yr Imm M+,Euro,1126,1148,1550,1600,1500,1535,Botte 400L,3yr,Immersion,M+,Fine,French Oak,ex W,,3yr Immersion M+,6921,Saury,French Oak,KT 3yr Imm M+,customer name,Saury Botte 400L 3yr Imm M+,Saury French Oak Botte 400L 3yr Immersion M+,Y
6922,Saury,KT 3yr Imm M+ TH,Euro,1126,1148,1570,1620,1520,1555,Botte 400L,3yr,Immersion,M+ TH,Fine,French Oak,ex W,,3yr Immersion M+ TH,6922,Saury,French Oak,KT 3yr Imm M+ TH,customer name,Saury Botte 400L 3yr Imm M+ TH,Saury French Oak Botte 400L 3yr Immersion M+ TH,Y
6923,Saury,KT 3yr Imm Lumiere,Euro,1126,1148,1550,1600,1500,1535,Botte 400L,3yr,Immersion,Lumiere,Fine,French Oak,ex W,,3yr Immersion Lumiere,6923,Saury,French Oak,KT 3yr Imm Lumiere,customer name,Saury Botte 400L 3yr Imm Lumiere,Saury French Oak Botte 400L 3yr Immersion Lumiere,Y
6924,Saury,KT 3yr Imm Lumiere TH,Euro,1126,1148,1570,1620,1520,1555,Botte 400L,3yr,Immersion,Lumiere TH,Fine,French Oak,ex W,,3yr Immersion Lumiere TH,6924,Saury,French Oak,KT 3yr Imm Lumiere TH,customer name,Saury Botte 400L 3yr Imm Lumiere TH,Saury French Oak Botte 400L 3yr Immersion Lumiere TH,Y
7490,Saury,CT M,Euro,1360,1387,1925,1985,1860,1900,Puncheon 500L,2yr,Fire,M,Fine,French Oak,ex W,,M,7490,Saury,French Oak,CT M,customer name,Saury Puncheon 500L M,Saury French Oak Puncheon 500L Fire M,Y
7495,Saury,CT M TH,Euro,1360,1387,1945,2005,1880,1920,Puncheon 500L,2yr,Fire,M TH,Fine,French Oak,ex W,,M TH,7495,Saury,French Oak,CT M TH,customer name,Saury Puncheon 500L M TH,Saury French Oak Puncheon 500L Fire M TH,Y
7500,Saury,CT M+,Euro,1360,1387,1925,1985,1860,1900,Puncheon 500L,2yr,Fire,M+,Fine,French Oak,ex W,,M+,7500,Saury,French Oak,CT M+,customer name,Saury Puncheon 500L M+,Saury French Oak Puncheon 500L Fire M+,Y
7505,Saury,CT M+ TH,Euro,1360,1387,1945,2005,1880,1920,Puncheon 500L,2yr,Fire,M+ TH,Fine,French Oak,ex W,,M+ TH,7505,Saury,French Oak,CT M+ TH,customer name,Saury Puncheon 500L M+ TH,Saury French Oak Puncheon 500L Fire M+ TH,Y
7506,Saury,CT Lumiere,Euro,1360,1387,1925,1985,1860,1900,Puncheon 500L,2yr,Fire,Lumiere,Fine,French Oak,ex W,,Lumiere,7506,Saury,French Oak,CT Lumiere,customer name,Saury Puncheon 500L Lumiere,Saury French Oak Puncheon 500L Fire Lumiere,Y
7507,Saury,CT Lumiere TH,Euro,1360,1387,1945,2005,1880,1920,Puncheon 500L,2yr,Fire,Lumiere TH,Fine,French Oak,ex W,,Lumiere TH,7507,Saury,French Oak,CT Lumiere TH,customer name,Saury Puncheon 500L Lumiere TH,Saury French Oak Puncheon 500L Fire Lumiere TH,Y
7501,Saury,CT Lumiere+,Euro,1360,1387,1925,1985,1860,1900,Puncheon 500L,2yr,Fire,Lumiere Plus,Fine,French Oak,ex W,,Lumiere+,7501,Saury,French Oak,CT Lumiere+,customer name,Saury Puncheon 500L Lumiere Plus,Saury French Oak Puncheon 500L Fire Lumiere Plus,Y
7502,Saury,CT Lumiere+ TH,Euro,1360,1387,1945,2005,1880,1920,Puncheon 500L,2yr,Fire,Lumiere Plus TH,Fine,French Oak,ex W,,Lumiere+ TH,7502,Saury,French Oak,CT Lumiere+ TH,customer name,Saury Puncheon 500L Lumiere Plus TH,Saury French Oak Puncheon 500L Fire Lumiere Plus TH,Y
7509,Saury,CT Imm M,Euro,1360,1387,1925,1985,1860,1900,Puncheon 500L,2yr,Immersion,M,Fine,French Oak,ex W,,Immersion M,7509,Saury,French Oak,CT Imm M,customer name,Saury Puncheon 500L Imm M,Saury French Oak Puncheon 500L Immersion M,Y
7511,Saury,CT Imm M TH,Euro,1360,1387,1945,2005,1880,1920,Puncheon 500L,2yr,Immersion,M TH,Fine,French Oak,ex W,,Immersion M TH,7511,Saury,French Oak,CT Imm M TH,customer name,Saury Puncheon 500L Imm M TH,Saury French Oak Puncheon 500L Immersion M TH,Y
7510,Saury,CT Imm M+,Euro,1360,1387,1925,1985,1860,1900,Puncheon 500L,2yr,Immersion,M+,Fine,French Oak,ex W,,Immersion M+,7510,Saury,French Oak,CT Imm M+,customer name,Saury Puncheon 500L Imm M+,Saury French Oak Puncheon 500L Immersion M+,Y
7512,Saury,CT Imm M+ TH,Euro,1360,1387,1945,2005,1880,1920,Puncheon 500L,2yr,Immersion,M+ TH,Fine,French Oak,ex W,,Immersion M+ TH,7512,Saury,French Oak,CT Imm M+ TH,customer name,Saury Puncheon 500L Imm M+ TH,Saury French Oak Puncheon 500L Immersion M+ TH,Y
7513,Saury,CT Imm Lumiere,Euro,1360,1387,1925,1985,1860,1900,Puncheon 500L,2yr,Immersion,Lumiere,Fine,French Oak,ex W,,Immersion Lumiere,7513,Saury,French Oak,CT Imm Lumiere,customer name,Saury Puncheon 500L Imm Lumiere,Saury French Oak Puncheon 500L Immersion Lumiere,Y
7514,Saury,CT Imm Lumiere TH,Euro,1360,1387,1945,2005,1880,1920,Puncheon 500L,2yr,Immersion,Lumiere TH,Fine,French Oak,ex W,,Immersion Lumiere TH,7514,Saury,French Oak,CT Imm Lumiere TH,customer name,Saury Puncheon 500L Imm Lumiere TH,Saury French Oak Puncheon 500L Immersion Lumiere TH,Y
7503,Saury,CT Imm Lumiere+,Euro,1360,1387,1925,1985,1860,1900,Puncheon 500L,2yr,Immersion,Lumiere Plus,Fine,French Oak,ex W,,Immersion Lumiere+,7503,Saury,French Oak,CT Imm Lumiere+,customer name,Saury Puncheon 500L Imm Lumiere Plus,Saury French Oak Puncheon 500L Immersion Lumiere Plus,Y
7504,Saury,CT Imm Lumiere+ TH,Euro,1360,1387,1945,2005,1880,1920,Puncheon 500L,2yr,Immersion,Lumiere Plus TH,Fine,French Oak,ex W,,Immersion Lumiere+ TH,7504,Saury,French Oak,CT Imm Lumiere+ TH,customer name,Saury Puncheon 500L Imm Lumiere Plus TH,Saury French Oak Puncheon 500L Immersion Lumiere Plus TH,Y
7746,Saury,CT 3yr L,Euro,1383,1410,1955,2015,1885,1930,Puncheon 500L,3yr,Fire,L,Fine,French Oak,ex W,,3yr L,7746,Saury,French Oak,CT 3yr L,customer name,Saury Puncheon 500L 3yr L,Saury French Oak Puncheon 500L 3yr Fire L,Y
7736,Saury,CT 3yr L TH,Euro,1383,1410,1975,2035,1905,1950,Puncheon 500L,3yr,Fire,L TH,Fine,French Oak,ex W,,3yr L TH,7736,Saury,French Oak,CT 3yr L TH,customer name,Saury Puncheon 500L 3yr L TH,Saury French Oak Puncheon 500L 3yr Fire L TH,Y
7747,Saury,CT 3yr M,Euro,1383,1410,1955,2015,1885,1930,Puncheon 500L,3yr,Fire,M,Fine,French Oak,ex W,,3yr M,7747,Saury,French Oak,CT 3yr M,customer name,Saury Puncheon 500L 3yr M,Saury French Oak Puncheon 500L 3yr Fire M,Y
7745,Saury,CT 3yr M TH,Euro,1383,1410,1975,2035,1905,1950,Puncheon 500L,3yr,Fire,M TH,Fine,French Oak,ex W,,3yr M TH,7745,Saury,French Oak,CT 3yr M TH,customer name,Saury Puncheon 500L 3yr M TH,Saury French Oak Puncheon 500L 3yr Fire M TH,Y
7740,Saury,CT 3yr M+,Euro,1383,1410,1955,2015,1885,1930,Puncheon 500L,3yr,Fire,M+,Fine,French Oak,ex W,,3yr M+,7740,Saury,French Oak,CT 3yr M+,customer name,Saury Puncheon 500L 3yr M+,Saury French Oak Puncheon 500L 3yr Fire M+,Y
7741,Saury,CT 3yr M+ TH,Euro,1383,1410,1975,2035,1905,1950,Puncheon 500L,3yr,Fire,M+ TH,Fine,French Oak,ex W,,3yr M+ TH,7741,Saury,French Oak,CT 3yr M+ TH,customer name,Saury Puncheon 500L 3yr M+ TH,Saury French Oak Puncheon 500L 3yr Fire M+ TH,Y
7742,Saury,CT 3yr Lumiere,Euro,1383,1410,1955,2015,1885,1930,Puncheon 500L,3yr,Fire,Lumiere,Fine,French Oak,ex W,,3yr Lumiere,7742,Saury,French Oak,CT 3yr Lumiere,customer name,Saury Puncheon 500L 3yr Lumiere,Saury French Oak Puncheon 500L 3yr Fire Lumiere,Y
7743,Saury,CT 3yr Lumiere TH,Euro,1383,1410,1975,2035,1905,1950,Puncheon 500L,3yr,Fire,Lumiere TH,Fine,French Oak,ex W,,3yr Lumiere TH,7743,Saury,French Oak,CT 3yr Lumiere TH,customer name,Saury Puncheon 500L 3yr Lumiere TH,Saury French Oak Puncheon 500L 3yr Fire Lumiere TH,Y
7734,Saury,CT 3yr Lumiere+,Euro,1383,1410,1955,2015,1885,1930,Puncheon 500L,3yr,Fire,Lumiere Plus,Fine,French Oak,ex W,,3yr Lumiere+,7734,Saury,French Oak,CT 3yr Lumiere+,customer name,Saury Puncheon 500L 3yr Lumiere Plus,Saury French Oak Puncheon 500L 3yr Fire Lumiere Plus,Y
7735,Saury,CT 3yr Lumiere+ TH,Euro,1383,1410,1975,2035,1905,1950,Puncheon 500L,3yr,Fire,Lumiere Plus TH,Fine,French Oak,ex W,,3yr Lumiere+ TH,7735,Saury,French Oak,CT 3yr Lumiere+ TH,customer name,Saury Puncheon 500L 3yr Lumiere Plus TH,Saury French Oak Puncheon 500L 3yr Fire Lumiere Plus TH,Y
7754,Saury,CT 3yr Imm L,Euro,1383,1410,1955,2015,1885,1930,Puncheon 500L,3yr,Immersion,L,Fine,French Oak,ex W,,3yr Immersion L,7754,Saury,French Oak,CT 3yr Imm L,customer name,Saury Puncheon 500L 3yr Imm L,Saury French Oak Puncheon 500L 3yr Immersion L,Y
7717,Saury,CT 3yr Imm L TH,Euro,1383,1410,1975,2035,1905,1950,Puncheon 500L,3yr,Immersion,L TH,Fine,French Oak,ex W,,3yr Immersion L TH,7717,Saury,French Oak,CT 3yr Imm L TH,customer name,Saury Puncheon 500L 3yr Imm L TH,Saury French Oak Puncheon 500L 3yr Immersion L TH,Y
7748,Saury,CT 3yr Imm M,Euro,1383,1410,1955,2015,1885,1930,Puncheon 500L,3yr,Immersion,M,Fine,French Oak,ex W,,3yr Immersion M ,7748,Saury,French Oak,CT 3yr Imm M,customer name,Saury Puncheon 500L 3yr Imm M ,Saury French Oak Puncheon 500L 3yr Immersion M,Y
7749,Saury,CT 3yr Imm M TH,Euro,1383,1410,1975,2035,1905,1950,Puncheon 500L,3yr,Immersion,M TH,Fine,French Oak,ex W,,3yr Immersion M TH,7749,Saury,French Oak,CT 3yr Imm M TH,customer name,Saury Puncheon 500L 3yr Imm M TH,Saury French Oak Puncheon 500L 3yr Immersion M TH,Y
7750,Saury,CT 3yr Imm M+,Euro,1383,1410,1955,2015,1885,1930,Puncheon 500L,3yr,Immersion,M+,Fine,French Oak,ex W,,3yr Immersion M+,7750,Saury,French Oak,CT 3yr Imm M+,customer name,Saury Puncheon 500L 3yr Imm M+,Saury French Oak Puncheon 500L 3yr Immersion M+,Y
7751,Saury,CT 3yr Imm M+ TH,Euro,1383,1410,1975,2035,1905,1950,Puncheon 500L,3yr,Immersion,M+ TH,Fine,French Oak,ex W,,3yr Immersion M+ TH,7751,Saury,French Oak,CT 3yr Imm M+ TH,customer name,Saury Puncheon 500L 3yr Imm M+ TH,Saury French Oak Puncheon 500L 3yr Immersion M+ TH,Y
7718,Saury,CT 3yr Imm Lumiere,Euro,1383,1410,1955,2015,1885,1930,Puncheon 500L,3yr,Immersion,Lumiere,Fine,French Oak,ex W,,3yr Immersion Lumiere,7718,Saury,French Oak,CT 3yr Imm Lumiere,customer name,Saury Puncheon 500L 3yr Imm Lumiere,Saury French Oak Puncheon 500L 3yr Immersion Lumiere,Y
7719,Saury,CT 3yr Imm Lumiere TH,Euro,1383,1410,1975,2035,1905,1950,Puncheon 500L,3yr,Immersion,Lumiere TH,Fine,French Oak,ex W,,3yr Immersion Lumiere TH,7719,Saury,French Oak,CT 3yr Imm Lumiere TH,customer name,Saury Puncheon 500L 3yr Imm Lumiere TH,Saury French Oak Puncheon 500L 3yr Immersion Lumiere TH,Y
7732,Saury,CT 3yr Imm Lumiere+,Euro,1383,1410,1955,2015,1885,1930,Puncheon 500L,3yr,Immersion,Lumiere Plus,Fine,French Oak,ex W,,3yr Immersion Lumiere+,7732,Saury,French Oak,CT 3yr Imm Lumiere+,customer name,Saury Puncheon 500L 3yr Imm Lumiere Plus,Saury French Oak Puncheon 500L 3yr Immersion Lumiere Plus,Y
7733,Saury,CT 3yr Imm Lumiere+ TH,Euro,1383,1410,1975,2035,1905,1950,Puncheon 500L,3yr,Immersion,Lumiere Plus TH,Fine,French Oak,ex W,,3yr Immersion Lumiere+ TH,7733,Saury,French Oak,CT 3yr Imm Lumiere+ TH,customer name,Saury Puncheon 500L 3yr Imm Lumiere Plus TH,Saury French Oak Puncheon 500L 3yr Immersion Lumiere Plus TH,Y
7761,Saury,DM 3yr M,Euro,1893,1929,2670,2745,2605,2670,Demi Muid 600L,3yr,Fire,M,Fine,French Oak,ex W,,3yr M,7761,Saury,French Oak,DM 3yr M,customer name,Saury Demi Muid 3yr M,Saury French Oak Demi Muid 600L 3yr Fire M,Y
7760,Saury,DM 3yr M+,Euro,1893,1929,2670,2745,2605,2670,Demi Muid 600L,3yr,Fire,M+,Fine,French Oak,ex W,,3yr M+,7760,Saury,French Oak,DM 3yr M+,customer name,Saury Demi Muid 3yr M+,Saury French Oak Demi Muid 600L 3yr Fire M+,Y
7762,Saury,DM 3yr Burgundy House,Euro,1893,1929,2670,2745,2605,2670,Demi Muid 600L,3yr,Fire,Burgundy House,Fine,French Oak,ex W,,3yr Burgundy House,7762,Saury,French Oak,DM 3yr Burgundy House,customer name,Saury Demi Muid 3yr Burg House,Saury French Oak Demi Muid 600L 3yr Fire Burgundy House,Y
7766,Saury,DM 3yr Lumiere,Euro,1893,1929,2670,2745,2605,2670,Demi Muid 600L,3yr,Fire,Lumiere,Fine,French Oak,ex W,,3yr Lumiere,7766,Saury,French Oak,DM 3yr Lumiere,customer name,Saury Demi Muid 3yr Lumiere,Saury French Oak Demi Muid 600L 3yr Fire Lumiere,Y
7729,Saury,DM 3yr Lumiere+,Euro,1893,1929,2670,2745,2605,2670,Demi Muid 600L,3yr,Fire,Lumiere+,Fine,French Oak,ex W,,3yr Lumiere+,7729,Saury,French Oak,DM 3yr Lumiere+,customer name,Saury Demi Muid 3yr Lumiere+,Saury French Oak Demi Muid 600L 3yr Fire Lumiere+,Y
7768,Saury,DM 3yr Imm M,Euro,1893,1929,2670,2745,2605,2670,Demi Muid 600L,3yr,Immersion,M,Fine,French Oak,ex W,,3yr M,7768,Saury,French Oak,DM 3yr Imm M,customer name,Saury Demi Muid 3yr Imm M,Saury French Oak Demi Muid 600L 3yr Immersion M,Y
7807,Saury,DM 3yr Imm M+,Euro,1893,1929,2670,2745,2605,2670,Demi Muid 600L,3yr,Immersion,M+,Fine,French Oak,ex W,,3yr M+,7807,Saury,French Oak,DM 3yr Imm M+,customer name,Saury Demi Muid 3yr Imm M+,Saury French Oak Demi Muid 600L 3yr Immersion M+,Y
7808,Saury,DM 3yr Imm Lumiere,Euro,1893,1929,2670,2745,2605,2670,Demi Muid 600L,3yr,Immersion,Lumiere,Fine,French Oak,ex W,,3yr Lumiere,7808,Saury,French Oak,DM 3yr Imm Lumiere,customer name,Saury Demi Muid 3yr Imm Lumiere,Saury French Oak Demi Muid 600L 3yr Immersion Lumiere,Y
7782,Saury Premium,XT Pr 3yr L,Euro,973,991,1300,1340,1255,1285,Bordeaux Export 225L,3yr,Fire,L,Extra-fine,French Oak,ex W,Premium,3yr L,7782,Saury Pr,French Oak,XT Pr 3yr L,customer name,Saury Pr Bord Exp 225L 3yr L,Saury Premium French Oak Bordeaux Export 225L 3yr Fire L,Y
7797,Saury Premium,XT Pr 3yr L TH,Euro,973,991,1320,1360,1275,1305,Bordeaux Export 225L,3yr,Fire,L TH,Extra-fine,French Oak,ex W,Premium,3yr L TH,7797,Saury Pr,French Oak,XT Pr 3yr L TH,customer name,Saury Pr Bord Exp 225L 3yr L TH,Saury Premium French Oak Bordeaux Export 225L 3yr Fire L TH,Y
7783,Saury Premium,XT Pr 3yr M,Euro,973,991,1300,1340,1255,1285,Bordeaux Export 225L,3yr,Fire,M,Extra-fine,French Oak,ex W,Premium,3yr M,7783,Saury Pr,French Oak,XT Pr 3yr M,customer name,Saury Pr Bord Exp 225L 3yr M,Saury Premium French Oak Bordeaux Export 225L 3yr Fire M,Y
7784,Saury Premium,XT Pr 3yr M TH,Euro,973,991,1320,1360,1275,1305,Bordeaux Export 225L,3yr,Fire,M TH,Extra-fine,French Oak,ex W,Premium,3yr M TH,7784,Saury Pr,French Oak,XT Pr 3yr M TH,customer name,Saury Pr Bord Exp 225L 3yr M TH,Saury Premium French Oak Bordeaux Export 225L 3yr Fire M TH,Y
7785,Saury Premium,XT Pr 3yr M+,Euro,973,991,1300,1340,1255,1285,Bordeaux Export 225L,3yr,Fire,M+,Extra-fine,French Oak,ex W,Premium,3yr M+,7785,Saury Pr,French Oak,XT Pr 3yr M+,customer name,Saury Pr Bord Exp 225L 3yr M+,Saury Premium French Oak Bordeaux Export 225L 3yr Fire M+,Y
7786,Saury Premium,XT Pr 3yr M+ TH,Euro,973,991,1320,1360,1275,1305,Bordeaux Export 225L,3yr,Fire,M+ TH,Extra-fine,French Oak,ex W,Premium,3yr M+ TH,7786,Saury Pr,French Oak,XT Pr 3yr M+ TH,customer name,Saury Pr Bord Exp 225L 3yr M+ TH,Saury Premium French Oak Bordeaux Export 225L 3yr Fire M+ TH,Y
7787,Saury Premium,XT Pr 3yr Lumiere,Euro,973,991,1300,1340,1255,1285,Bordeaux Export 225L,3yr,Fire,Lumiere,Extra-fine,French Oak,ex W,Premium,3yr Lumiere,7787,Saury Pr,French Oak,XT Pr 3yr Lumiere,customer name,Saury Pr Bord Exp 225L 3yr Lumiere,Saury Premium French Oak Bordeaux Export 225L 3yr Fire Lumiere,Y
7788,Saury Premium,XT Pr 3yr Lumiere TH,Euro,973,991,1320,1360,1275,1305,Bordeaux Export 225L,3yr,Fire,Lumiere TH,Extra-fine,French Oak,ex W,Premium,3yr Lumiere TH,7788,Saury Pr,French Oak,XT Pr 3yr Lumiere TH,customer name,Saury Pr Bord Exp 225L 3yr Lumiere TH,Saury Premium French Oak Bordeaux Export 225L 3yr Fire Lumiere TH,Y
7822,Saury Premium,XT Pr 3yr Lumiere+,Euro,973,991,1300,1340,1255,1285,Bordeaux Export 225L,3yr,Fire,Lumiere Plus,Extra-fine,French Oak,ex W,Premium,3yr Lumiere+,7822,Saury Pr,French Oak,XT Pr 3yr Lumiere+,customer name,Saury Pr Bord Exp 225L 3yr Lumiere Plus,Saury Premium French Oak Bordeaux Export 225L 3yr Fire Lumiere Plus,Y
7823,Saury Premium,XT Pr 3yr Lumiere+ TH,Euro,973,991,1320,1360,1275,1305,Bordeaux Export 225L,3yr,Fire,Lumiere Plus TH,Extra-fine,French Oak,ex W,Premium,3yr Lumiere+ TH,7823,Saury Pr,French Oak,XT Pr 3yr Lumiere+ TH,customer name,Saury Pr Bord Exp 225L 3yr Lumiere Plus TH,Saury Premium French Oak Bordeaux Export 225L 3yr Fire Lumiere Plus TH,Y
7725,Saury Premium,XT Pr 3yr House,Euro,973,991,1300,1340,1255,1285,Bordeaux Export 225L,3yr,Fire,House,Extra-fine,French Oak,ex W,Premium,3yr House,7725,Saury Pr,French Oak,XT Pr 3yr House,customer name,Saury Pr Bord Exp 225L 3yr House,Saury Premium French Oak Bordeaux Export 225L 3yr Fire House,Y
7790,Saury Premium,XT Pr 3yr Imm M,Euro,973,991,1300,1340,1255,1285,Bordeaux Export 225L,3yr,Immersion,M,Extra-fine,French Oak,ex W,Premium,3yr Immersion M,7790,Saury Pr,French Oak,XT Pr 3yr Imm M,customer name,Saury Pr Bord Exp 225L 3yr Imm M,Saury Premium French Oak Bordeaux Export 225L 3yr Immersion M,Y
7791,Saury Premium,XT Pr 3yr Imm M TH,Euro,973,991,1320,1360,1275,1305,Bordeaux Export 225L,3yr,Immersion,M TH,Extra-fine,French Oak,ex W,Premium,3yr Immersion M TH,7791,Saury Pr,French Oak,XT Pr 3yr Imm M TH,customer name,Saury Pr Bord Exp 225L 3yr Imm M TH,Saury Premium French Oak Bordeaux Export 225L 3yr Immersion M TH,Y
7792,Saury Premium,XT Pr 3yr Imm M+,Euro,973,991,1300,1340,1255,1285,Bordeaux Export 225L,3yr,Immersion,M+,Extra-fine,French Oak,ex W,Premium,3yr Immersion M+,7792,Saury Pr,French Oak,XT Pr 3yr Imm M+,customer name,Saury Pr Bord Exp 225L 3yr Imm M+,Saury Premium French Oak Bordeaux Export 225L 3yr Immersion M+,Y
7793,Saury Premium,XT Pr 3yr Imm M+ TH,Euro,973,991,1320,1360,1275,1305,Bordeaux Export 225L,3yr,Immersion,M+ TH,Extra-fine,French Oak,ex W,Premium,3yr Immersion M+ TH,7793,Saury Pr,French Oak,XT Pr 3yr Imm M+ TH,customer name,Saury Pr Bord Exp 225L 3yr Imm M+ TH,Saury Premium French Oak Bordeaux Export 225L 3yr Immersion M+ TH,Y
7805,Saury Premium,XT Pr 3yr Imm Lumiere,Euro,973,991,1300,1340,1255,1285,Bordeaux Export 225L,3yr,Immersion,Lumiere,Extra-fine,French Oak,ex W,Premium,3yr Immersion Lumiere,7805,Saury Pr,French Oak,XT Pr 3yr Imm Lumiere,customer name,Saury Pr Bord Exp 225L 3yr Imm Lumiere,Saury Premium French Oak Bordeaux Export 225L 3yr Immersion Lumiere,Y
7806,Saury Premium,XT Pr 3yr Imm Lumiere TH,Euro,973,991,1320,1360,1275,1305,Bordeaux Export 225L,3yr,Immersion,Lumiere TH,Extra-fine,French Oak,ex W,Premium,3yr Immersion Lumiere TH,7806,Saury Pr,French Oak,XT Pr 3yr Imm Lumiere TH,customer name,Saury Pr Bord Exp 225L 3yr Imm Lum TH,Saury Premium French Oak Bordeaux Export 225L 3yr Immersion Lumiere TH,Y
7824,Saury Premium,XT Pr 3yr Imm Lumiere+,Euro,973,991,1300,1340,1255,1285,Bordeaux Export 225L,3yr,Immersion,Lumiere Plus,Extra-fine,French Oak,ex W,Premium,3yr Immersion Lumiere+,7824,Saury Pr,French Oak,XT Pr 3yr Imm Lumiere+,customer name,Saury Pr Bord Exp 225L 3yr Imm Lumiere Plus,Saury Premium French Oak Bordeaux Export 225L 3yr Immersion Lumiere Plus,Y
7825,Saury Premium,XT Pr 3yr Imm Lumiere+ TH,Euro,973,991,1320,1360,1275,1305,Bordeaux Export 225L,3yr,Immersion,Lumiere Plus TH,Extra-fine,French Oak,ex W,Premium,3yr Immersion Lumiere+ TH,7825,Saury Pr,French Oak,XT Pr 3yr Imm Lumiere+ TH,customer name,Saury Pr Bord Exp 225L 3yr Imm Lum Plus TH,Saury Premium French Oak Bordeaux Export 225L 3yr Immersion Lumiere Plus TH,Y
7724,Saury Premium,XT Pr 3yr Imm House,Euro,973,991,1300,1340,1255,1285,Bordeaux Export 225L,3yr,Immersion,House,Extra-fine,French Oak,ex W,Premium,3yr Immersion House,7724,Saury Pr,French Oak,XT Pr 3yr Imm House,customer name,Saury Pr Bord Exp 225L 3yr Imm House,Saury Premium French Oak Bordeaux Export 225L 3yr Immersion House,Y
7814,Saury Premium,XTL Pr 3yr L,Euro,0,0,0,0,0,0,Bord Thinstave 240L,3yr,Fire,L,Extra-fine,French Oak,ex W,Premium,TS 3yr L,7814,Saury Pr,French Oak,XTL Pr 3yr L,customer name,Saury Pr Bord TS 240L 3yr L,Saury Premium French Oak Bord Thinstave 240L 3yr Fire L,N
7821,Saury Premium,XTL Pr 3yr L TH,Euro,0,0,0,0,0,0,Bord Thinstave 240L,3yr,Fire,L TH,Extra-fine,French Oak,ex W,Premium,TS 3yr L TH,7821,Saury Pr,French Oak,XTL Pr 3yr L TH,customer name,Saury Pr Bord TS 240L 3yr L TH,Saury Premium French Oak Bord Thinstave 240L 3yr Fire L TH,N
7815,Saury Premium,XTL Pr 3yr M,Euro,973,991,1300,1340,0,0,Bord Thinstave 240L,3yr,Fire,M,Extra-fine,French Oak,ex W,Premium,TS 3yr M,7815,Saury Pr,French Oak,XTL Pr 3yr M,customer name,Saury Pr Bord TS 240L 3yr M,Saury Premium French Oak Bord Thinstave 240L 3yr Fire M,Y
7816,Saury Premium,XTL Pr 3yr M TH,Euro,0,0,0,0,0,0,Bord Thinstave 240L,3yr,Fire,M TH,Extra-fine,French Oak,ex W,Premium,TS 3yr M TH,7816,Saury Pr,French Oak,XTL Pr 3yr M TH,customer name,Saury Pr Bord TS 240L 3yr M TH,Saury Premium French Oak Bord Thinstave 240L 3yr Fire M TH,N
